"Gan To Kagaku Ryoho [Japanese Journal of Cancer and Chemotherapy]","Gan To Kagaku Ryoho","",""
"Gastroenterologia Y Hepatologia","Gastroenterol Hepatol","",""
"Gastroenterologie Clinique Et Biologique","Gastroenterol Clin Biol","",""
"Gastroenterologist","Gastroenterologist","",""
"Gastroenterology","Gastroenterology","",""
"Gastroenterology Clinics of North America","Gastroenterol Clin North Am","",""
"Gastrointestinal Endoscopy","Gastrointest Endosc","",""
"Gastrointestinal Endoscopy Clinics of North America","Gastrointest Endosc Clin N Am","",""
"Gene","Gene","",""
"Gene Expression","Gene Expr","",""
"Gene Geography","Gene Geogr","",""
"Gene Therapy","Gene Ther","",""
"General and Comparative Endocrinology","Gen Comp Endocrinol","",""
"General and Diagnostic Pathology","Gen Diagn Pathol","",""
"General Hospital Psychiatry","Gen Hosp Psychiatry","",""
"General Pharmacology","Gen Pharmacol","",""
"General Physiology and Biophysics","Gen Physiol Biophys","",""
"Genes, Chromosomes and Cancer","Genes Chromosomes Cancer","",""
"Genes and Development","Genes Dev","",""
"Genes and Genetic Systems","Genes Genet Syst","",""
"Genes To Cells","Genes Cells","",""
"Genetic Analysis","Genet Anal","",""
"Genetic Counseling","Genet Couns","",""
"Genetic Epidemiology","Genet Epidemiol","",""
"Genetic Epidemiology. Supplement","Genet Epidemiol Suppl","",""
"Genetic, Social, and General Psychology Monographs","Genet Soc Gen Psychol Monogr","",""
"Genetica","Genetica","",""
"Genetical Research","Genet Res","",""
"Genetics","Genetics","",""
"Genetika","Genetika","",""
"Genome","Genome","",""
"Genome Research","Genome Res","",""
"Genomics","Genomics","",""
"Geriatric Nephrology and Urology","Geriatr Nephrol Urol","",""
"Geriatrics","Geriatrics","",""
"Gerontologist","Gerontologist","",""
"Gerontology","Gerontology","",""
"Gesnerus","Gesnerus","",""
"Gesnerus. Supplement","Gesnerus Suppl","",""
"Gesundheitswesen","Gesundheitswesen","",""
"Gigiena I Sanitariia","Gig Sanit","",""
"Ginecologia Y Obstetricia de Mexico","Ginecol Obstet Mex","",""
"Ginekologia Polska","Ginekol Pol","",""
"Giornale di Chirurgia","G Chir","",""
"Giornale Italiano di Cardiologia","G Ital Cardiol","",""
"Glas. Srpska Akademija Nauka I Umetnosti, Odeljenje Medicinskih Nauka","Glas Srp Akad Nauka [Med]","",""
"Glia","Glia","",""
"Glycobiology","Glycobiology","",""
"Glycoconjugate Journal","Glycoconj J","",""
"Graefes Archive For Clinical and Experimental Ophthalmology","Graefes Arch Clin Exp Ophthalmol","",""
"Growth, Development, and Aging","Growth Dev Aging","",""
"Growth Factors (Yverdon-Les-Bains","Growth Factors","",""
"Growth Regulation","Growth Regul","",""
"Gut","Gut","",""
"Gynakologisch-Geburtshilfliche Rundschau","Gynakol Geburtshilfliche Rundsch","",""
"Gynecologic and Obstetric Investigation","Gynecol Obstet Invest","",""
"Gynecologic Oncology","Gynecol Oncol","",""
"Gynecological Endocrinology","Gynecol Endocrinol","",""
"Haematologia","Haematologia (Budap)","",""
"Haematologica","Haematologica","",""
"Haemostasis","Haemostasis","",""
"Hand Clinics","Hand Clin","",""
"Handchirurgie, Mikrochirurgie, Plastische Chirurgie","Handchir Mikrochir Plast Chir","",""
"Harefuah","Harefuah","",""
"Harvard Review of Psychiatry","Harv Rev Psychiatry","",""
"Harvey Lectures","Harvey Lect","",""
"Hastings Center Report","Hastings Cent Rep","",""
"Hautarzt","Hautarzt","",""
"Hawaii Medical Journal","Hawaii Med J","",""
"Head and Neck","Head Neck","",""
"Headache","Headache","",""
"Health Affairs","Health Aff (Millwood)","",""
"Health Bulletin","Health Bull (Edinb)","",""
"Health Care Management Review","Health Care Manage Rev","",""
"Health Devices","Health Devices","",""
"Health Economics","Health Econ","",""
"Health Education and Behavior","Health Educ Behav","",""
"Health Education and Behavior. Supplement","Health Educ Behav Suppl","",""
"Health Physics","Health Phys","",""
"Health Psychology","Health Psychol","",""
"Health Reports","Health Rep","",""
"Health Services Research","Health Serv Res","",""
"Health and Social Work","Health Soc Work","",""
"Health Technology Assessment","Health Technol Assess (Winch Eng)","",""
"Hearing Research","Hear Res","",""
"Heart","Heart","",""
"Heart and Lung","Heart Lung","",""
"Heart and Vessels","Heart Vessels","",""
"Heart and Vessels. Supplement","Heart Vessels Suppl","",""
"Helicobacter","Helicobacter","",""
"Hematological Oncology","Hematol Oncol","",""
"Hematology and Cell Therapy","Hematol Cell Ther","",""
"Hematology/Oncology Clinics of North America","Hematol Oncol Clin North Am","",""
"Hematopathology and Molecular Hematology","Hematopathol Mol Hematol","",""
"Hemoglobin","Hemoglobin","",""
"Hepato-Gastroenterology","Hepatogastroenterology","",""
"Hepatology","Hepatology","",""
"Hereditas","Hereditas","",""
"Heredity","Heredity","",""
"Herz","Herz","",""
"Hindustan Antibiotics Bulletin","Hindustan Antibiot Bull","",""
"Hinyokika Kiyo. Acta Urologica Japonica","Hinyokika Kiyo","",""
"Hippocampus","Hippocampus","",""
"Hiroshima Journal of Medical Sciences","Hiroshima J Med Sci","",""
"Histochemical Journal","Histochem J","",""
"Histochemistry and Cell Biology","Histochem Cell Biol","",""
"Histology and Histopathology","Histol Histopathol","",""
"Histopathology","Histopathology","",""
"HNO","HNO","",""
"Hokkaido Igaku Zasshi. Hokkaido Journal of Medical Science","Hokkaido Igaku Zasshi","",""
"Hormone and Metabolic Research","Horm Metab Res","",""
"Hormone and Metabolic Research. Supplement","Horm Metab Res Suppl","",""
"Hormone Research","Horm Res","",""
"Hormones and Behavior","Horm Behav","",""
"Hospital Practice (Office Edition)","Hosp Pract (Off Ed)","",""
"Hospitals and Health Networks","Hosp Health Netw","",""
"HPB Surgery (Yverdon-Les-Bains","HPB Surg","",""
"Hua Hsi Kou Chiang I Hsueh Tsa Chih West China Journal Of Stomatology (Cheng-Tu","Hua Hsi Kou Chiang I Hsueh Tsa Chih","",""
"Hua-Hsi I Ko Ta Hsueh Hsueh Pao [Journal of West China University Of Medical Sciences]","Hua Hsi I Ko Ta Hsueh Hsueh Pao","",""
"Human Antibodies","Hum Antibodies","",""
"Human Biology","Hum Biol","",""
"Human Cell","Hum Cell","",""
"Human and Experimental Toxicology","Hum Exp Toxicol","",""
"Human Factors","Hum Factors","",""
"Human Gene Therapy","Hum Gene Ther","",""
"Human Genetics","Hum Genet","",""
"Human Heredity","Hum Hered","",""
"Human Immunology","Hum Immunol","",""
"Human Molecular Genetics","Hum Mol Genet","",""
"Human Mutation","Hum Mutat","",""
"Human Pathology","Hum Pathol","",""
"Human Reproduction","Hum Reprod","",""
"Human Reproduction Update","Hum Reprod Update","",""
"Hu-Nan I Ko Ta Hsueh Hsueh Pao Bulletin of Hunan Medical University (Chang-Sha","Hunan I Ko Ta Hsueh Hsueh Pao","",""
"Hybridoma","Hybridoma","",""
"Hypertension","Hypertension","",""
"Hypertension Research","Hypertens Res","",""
"I Chuan Hsueh Pao. Acta Genetica Sinica","I Chuan Hsueh Pao","",""
"IARC Monographs on The Evaluation of Carcinogenic Risks To Humans","IARC Monogr Eval Carcinog Risks Hum","",""
"IARC Monographs on The Evaluation of Carcinogenic Risks To Humans. Supplement","IARC Monogr Eval Carcinog Risks Hum Suppl","",""
"IARC Scientific Publications","IARC Sci Publ","",""
"IEEE Engineering In Medicine and Biology Magazine","IEEE Eng Med Biol Mag","",""
"IEEE Transactions on Biomedical Engineering","IEEE Trans Biomed Eng","",""
"IEEE Transactions on Medical IMAging","IEEE Trans Med Imaging","",""
"IEEE Transactions on Rehabilitation Engineering","IEEE Trans Rehabil Eng","",""
"IMA Journal of Mathematics Applied In Medicine and Biology","IMA J Math Appl Med Biol","",""
"IMAge - The Journal of Nursing Scholarship","Image J Nurs Sch","",""
"Immunity","Immunity","",""
"Immunobiology","Immunobiology","",""
"Immunogenetics","Immunogenetics","",""
"Immunologic Research","Immunol Res","",""
"Immunological Investigations","Immunol Invest","",""
"Immunological Reviews","Immunol Rev","",""
"Immunology","Immunology","",""
"Immunology and Cell Biology","Immunol Cell Biol","",""
"Immunology Letters","Immunol Lett","",""
"Immunology Series","Immunol Ser","",""
"Immunology. Supplement","Immunol Suppl","",""
"Immunology Today","Immunol Today","",""
"Immunopharmacology","Immunopharmacology","",""
"Immunopharmacology and Immunotoxicology","Immunopharmacol Immunotoxicol","",""
"Immunotechnology","Immunotechnology","",""
"Important Advances In Oncology","Important Adv Oncol","",""
"In Vitro Cellular and Developmental Biology. Animal","In Vitro Cell Dev Biol Anim","",""
"In Vivo","In Vivo","",""
"Indian Heart Journal","Indian Heart J","",""
"Indian Journal of Biochemistry and Biophysics","Indian J Biochem Biophys","",""
"Indian Journal of Cancer","Indian J Cancer","",""
"Indian Journal of Chest Diseases and Allied Sciences","Indian J Chest Dis Allied Sci","",""
"Indian Journal of Experimental Biology","Indian J Exp Biol","",""
"Indian Journal of Gastroenterology","Indian J Gastroenterol","",""
"Indian Journal of Leprosy","Indian J Lepr","",""
"Indian Journal of Malariology","Indian J Malariol","",""
"Indian Journal of Medical Research","Indian J Med Res","",""
"Indian Journal of Medical Sciences","Indian J Med Sci","",""
"Indian Journal of Ophthalmology","Indian J Ophthalmol","",""
"Indian Journal of Pathology and Microbiology","Indian J Pathol Microbiol","",""
"Indian Journal of Pediatrics","Indian J Pediatr","",""
"Indian Journal of Physiology and Pharmacology","Indian J Physiol Pharmacol","",""
"Indian Journal of Public Health","Indian J Public Health","",""
"Indian Pediatrics","Indian Pediatr","",""
"Industrial Health","Ind Health","",""
"Infection","Infection","",""
"Infection Control and Hospital Epidemiology","Infect Control Hosp Epidemiol","",""
"Infection and Immunity","Infect Immun","",""
"Infectious Disease Clinics of North America","Infect Dis Clin North Am","",""
"Inflammation","Inflammation","",""
"Inflammation Research","Inflamm Res","",""
"Injury","Injury","",""
"Injury Prevention","Inj Prev","",""
"Inquiry","Inquiry","",""
"Insect Biochemistry and Molecular Biology","Insect Biochem Mol Biol","",""
"Insect Molecular Biology","Insect Mol Biol","",""
"Instructional Course Lectures","Instr Course Lect","",""
"Integrative Physiological and Behavioral Science","Integr Physiol Behav Sci","",""
"Intensive Care Medicine","Intensive Care Med","",""
"Internal Medicine","Intern Med","",""
"International Anesthesiology Clinics","Int Anesthesiol Clin","",""
"International Angiology","Int Angiol","",""
"International Archives of Allergy and Immunology","Int Arch Allergy Immunol","",""
"International Archives of Occupational and Environmental Health","Int Arch Occup Environ Health","",""
"International Clinical Psychopharmacology","Int Clin Psychopharmacol","",""
"International Dental Journal","Int Dent J","",""
"International Immunology","Int Immunol","",""
"International Journal of Aging and Human Development","Int J Aging Hum Dev","",""
"International Journal of Andrology","Int J Androl","",""
"International Journal of Artificial Organs","Int J Artif Organs","",""
"International Journal of Biochemistry and Cell Biology","Int J Biochem Cell Biol","",""
"International Journal of Biological Macromolecules","Int J Biol Macromol","",""
"International Journal of Biological Markers","Int J Biol Markers","",""
"International Journal of Biometeorology","Int J Biometeorol","",""
"International Journal of Cancer","Int J Cancer","",""
"International Journal of Cancer. Supplement","Int J Cancer Suppl","",""
"International Journal of Cardiac IMAging","Int J Card Imaging","",""
"International Journal of Cardiology","Int J Cardiol","",""
"International Journal of Circumpolar Health","Int J Circumpolar Health","",""
"International Journal of Circumpolar Health. Supplement","Int J Circumpolar Health Suppl","",""
"International Journal of Clinical and Experimental Hypnosis","Int J Clin Exp Hypn","",""
"International Journal of Clinical and Laboratory Research","Int J Clin Lab Res","",""
"International Journal of Clinical Pharmacology Research","Int J Clin Pharmacol Res","",""
"International Journal of Clinical Pharmacology and Therapeutics","Int J Clin Pharmacol Ther","",""
"International Journal of Clinical Practice","Int J Clin Pract","",""
"International Journal of Clinical Practice. Supplement","Int J Clin Pract Suppl","",""
"International Journal of Colorectal Disease","Int J Colorectal Dis","",""
"International Journal of Dermatology","Int J Dermatol","",""
"International Journal of Developmental Biology","Int J Dev Biol","",""
"International Journal of Developmental Neuroscience","Int J Dev Neurosci","",""
"International Journal of Eating Disorders","Int J Eat Disord","",""
"International Journal of Epidemiology","Int J Epidemiol","",""
"International Journal of Experimental Pathology","Int J Exp Pathol","",""
"International Journal of Food Microbiology","Int J Food Microbiol","",""
"International Journal of Food Sciences and Nutrition","Int J Food Sci Nutr","",""
"International Journal of Geriatric Psychiatry","Int J Geriatr Psychiatry","",""
"International Journal of Group Psychotherapy","Int J Group Psychother","",""
"International Journal of Gynaecology and Obstetrics","Int J Gynaecol Obstet","",""
"International Journal of Gynecological Pathology","Int J Gynecol Pathol","",""
"International Journal of Health Services","Int J Health Serv","",""
"International Journal of Hematology","Int J Hematol","",""
"International Journal of Hyperthermia","Int J Hyperthermia","",""
"International Journal of Immunopharmacology","Int J Immunopharmacol","",""
"International Journal of Impotence Research","Int J Impot Res","",""
"International Journal of Law and Psychiatry","Int J Law Psychiatry","",""
"International Journal of Legal Medicine","Int J Legal Med","",""
"International Journal of Leprosy and Other Mycobacterial Diseases","Int J Lepr Other Mycobact Dis","",""
"International Journal of Medical Informatics","Int J Med Inf","",""
"International Journal of Neural Systems","Int J Neural Syst","",""
"International Journal of Neuroscience","Int J Neurosci","",""
"International Journal of Nursing Studies","Int J Nurs Stud","",""
"International Journal of Obesity and Related Metabolic Disorders","Int J Obes Relat Metab Disord","",""
"International Journal of Occupational Medicine and Environmental Health","Int J Occup Med Environ Health","",""
"International Journal of Oncology","Int J Oncol","",""
"International Journal of Oral and Maxillofacial Implants","Int J Oral Maxillofac Implants","",""
"International Journal of Oral and Maxillofacial Surgery","Int J Oral Maxillofac Surg","",""
"International Journal of Pancreatology","Int J Pancreatol","",""
"International Journal For Parasitology","Int J Parasitol","",""
"International Journal of Pediatric Otorhinolaryngology","Int J Pediatr Otorhinolaryngol","",""
"International Journal of Psychiatry In Medicine","Int J Psychiatry Med","",""
"International Journal of Psycho-Analysis","Int J Psychoanal","",""
"International Journal of Psychophysiology","Int J Psychophysiol","",""
"International Journal For Quality In Health Care","Int J Qual Health Care","",""
"International Journal of Radiation Biology","Int J Radiat Biol","",""
"International Journal of Radiation Oncology, Biology, Physics","Int J Radiat Oncol Biol Phys","",""
"International Journal of Rehabilitation Research","Int J Rehabil Res","",""
"International Journal of Social Psychiatry","Int J Soc Psychiatry","",""
"International Journal of Sport Nutrition","Int J Sport Nutr","",""
"International Journal of Sports Medicine","Int J Sports Med","",""
"International Journal of STD and AIDS","Int J STD AIDS","",""
"International Journal of Systematic Bacteriology","Int J Syst Bacteriol","",""
"International Journal of Technology Assessment In Health Care","Int J Technol Assess Health Care","",""
"International Journal of Tissue Reactions","Int J Tissue React","",""
"International Journal of Tuberculosis and Lung Disease","Int J Tuberc Lung Dis","",""
"International Journal of Urology","Int J Urol","",""
"International Journal For Vitamin and Nutrition Research","Int J Vitam Nutr Res","",""
"International Journal For Vitamin and Nutrition Research. Supplement","Int J Vitam Nutr Res Suppl","",""
"International Nursing Review","Int Nurs Rev","",""
"International Ophthalmology","Int Ophthalmol","",""
"International Ophthalmology Clinics","Int Ophthalmol Clin","",""
"International Orthopaedics","Int Orthop","",""
"International Psychogeriatrics","Int Psychogeriatr","",""
"International Review of Cytology","Int Rev Cytol","",""
"International Review of Experimental Pathology","Int Rev Exp Pathol","",""
"International Review of Neurobiology","Int Rev Neurobiol","",""
"International Reviews of Immunology","Int Rev Immunol","",""
"International Surgery","Int Surg","",""
"International Urogynecology Journal and Pelvic Floor Dysfunction","Int Urogynecol J Pelvic Floor Dysfunct","",""
"International Urology and Nephrology","Int Urol Nephrol","",""
"Internist","Internist (Berl)","",""
"Intervirology","Intervirology","",""
"Invasion and Metastasis","Invasion Metastasis","",""
"Invertebrate Neuroscience","Invert Neurosci","",""
"Investigacion Clinica","Invest Clin","",""
"Investigational New Drugs","Invest New Drugs","",""
"Investigative Ophthalmology and Visual Science","Invest Ophthalmol Vis Sci","",""
