"WORDS";"ABBREVIATIONS";"LANGUAGES"
"geologorazvedočn-";"geologorazved.";"rus"
"geoloog";"geol.";"est"
"geološk-";"geol.";"hrv"
"geolož-";"geol.";"ukr"
"geomagneti-";"geomagn.";"mul"
"geomagnitn-";"geomagn.";"rus"
"geomantic";"geomant.";"eng"
"geomaterialia";"geomater.";"lat"
"geomathematic";"geomath.";"mul"
"geomatic";"geomat.";"eng"
"geomàtic-";"geomàt.";"cat"
"géomatique";"géomat.";"fre"
"geomechani-";"géoméch.";"mul, fre"
"geomembrane";"geomembr.";"eng"
"geometr-";"geom.";"mul"
"geomicrobiolog-";"geomicrobiol.";"eng"
"geominer-";"geomin.";"spa"
"geominerario";"geomin.";"ita"
"geomorfolog-";"geomorfol.";"rus"
"geomorpholog-";"geomorphol.";"fre, eng"
"geonómia";"geon.";"hun"
"Geoökolog-";"Geoökol.";"ger"
"géopaléontolog-";"géopaléontol.";"rus, fre"
"Geopathie";"n.a.";"ger"
"geopedologia";"geopedol.";"ita"
"geopereerd-";"geoper.";"dut"
"geophys-";"geophys.";"fre, eng"
"geopʼizikuri";"geopʼiz.";"geo"
"géopoétique";"géopoét.";"fre"
"geopoliti-";"geopolit.";"eng"
"geōpon-";"geōp.";"gre"
"geopress-";"geopress.";"eng"
"geordnet";"geord.";"ger"
"geōrg-";"geōrg.";"gre"
"Georgetown";"Georget.";"eng"
"Georgia";"Ga.";"eng"
"Georgian";"n.a.";"eng"
"Georgien";"Georg.";"ger"
"georgisch";"georg.";"ger"
"georgòfilo";"georgòf.";"ita"
"Georgsmarienhütte";"n.a.";"ger"
"geoscien-";"geosci.";"mul"
"geosfaira";"geosf.";"gre"
"geosistem-";"geosist.";"rus"
"geospace";"geosp.";"eng"
"geospatial";"geospat.";"eng"
"geosphaera";"geosph.";"mul"
"geosphere";"geosph.";"eng"
"geostandard-";"geostand.";"eng"
"Geostatisti-";"Geostat.";"mul"
"geosyntheti-";"geosynth.";"eng"
"geotechni-";"geotech.";"mul"
"geotechnolog-";"geotechnol.";"eng"
"geotecni-";"geotec.";"spa"
"geotectoni-";"geotecton.";"swe, nor, dan"
"geotekni-";"geotek.";"swe, dan, nor"
"geotektonisch";"geotekton.";"ger"
"geotermal-";"geoterm.";"rus"
"geotermi-";"geoterm.";"rus"
"geotextiles";"geotext.";"eng"
"geothermal";"geotherm.";"eng"
"géothermi-";"géotherm.";"fre"
"Geowissenschaft-";"Geowiss.";"ger"
"geozentrisch";"geozent.";"ger"
"gép";"n.a.";"hun"
"gepakte";"gepak.";"dut"
"gépállomány";"gépállom.";"hun"
"gépállomás";"gépáll.";"hun"
"gepatit";"n.a.";"rus"
"gepatologija";"gepatol.";"lav"
"gépelem";"gépel.";"hun"
"gépesít-";"gépes.";"hun"
"gépesítés";"gépes.";"hun"
"gépész-";"gép.";"hun"
"gépészet";"gép.";"hun"
"gépészmérnök";"gépmérn.";"hun"
"gépfejlődéstörténet";"gépfejltört.";"hun"
"gépgyár";"gépgy.";"hun"
"gépgyártás";"gépgyárt.";"hun"
"gépgyártástechnológia";"gépgyárttechnol.";"hun"
"gépipar";"gépip.";"hun"
"gépjármű";"gépjmű.";"hun"
"gépjárműközlekedés";"gépjműközlek.";"hun"
"gépjárműtechnika";"gépjműtech.";"hun"
"gépkísérlet";"gépkísérl.";"hun"
"geplante";"n.a.";"ger"
"geplukt";"n.a.";"dut"
"géprendszer";"géprendsz.";"hun"
"geprüft";"n.a.";"ger"
"géptan";"gépt.";"hun"
"géptervez-";"gépterv.";"hun"
"gépüzemeltet-";"gépüzemelt.";"hun"
"gépüzemeltetés";"gépüzemelt.";"hun"
"gépüzemmérnök";"gépüzmérn.";"hun"
"gépvizsgálat";"gépvizsg.";"hun"
"geraakt";"n.a.";"dut"
"Geraardsberg-";"n.a.";"dut"
"gerakan";"gerak.";"ind"
"geral";"n.a.";"por"
"Geraldine";"n.a.";"eng"
"Geraldton";"Geraldt.";"eng"
"geraniaceae";"geraniac.";"lat"
"Geraniōn";"n.a.";"gre"
"géranium";"n.a.";"fre"
"gérant";"n.a.";"fre"
"gerarchia";"n.a.";"ita"
"Gerätebau";"n.a.";"ger"
"Gerätebestand";"n.a.";"ger"
"Gerätturnen";"n.a.";"ger"
"gerbariâ";"gerbar.";"rus"
"Gerberei";"Gerb.";"ger"
"gerbicid-";"gerbic.";"rus"
"gerbil";"n.a.";"eng"
"Gerbstoff-";"Gerbst.";"ger"
"Gerbtechni-";"Gerbtech.";"ger"
"gercenovskij";"gercen.";"rus"
"gerechtelijke";"gerecht.";"dut"
"gerechtigheid";"gerechtigh.";"dut"
"Gerechtigkeit";"Gerechtigk.";"ger"
"gerechtsdeurwaarder";"gerechtsdeurwaard.";"dut"
"gereedschappen";"gereedsch.";"dut"
"gereform-";"geref.";"dut"
"geregistr-";"geregist.";"afr"
"gerência";"gerenc.";"por, spa"
"gerencial";"gerenc.";"por"
"gerente";"n.a.";"spa"
"gerepatrieerd-";"gerepatr.";"dut"
"gérer";"n.a.";"fre"
"gereviseerd";"gerevis.";"dut"
"geriatri-";"geriatr.";"mul"
"geriaus-";"n.a.";"lit"
"Gericht";"n.a.";"ger"
"gerichtlich-";"gerichtl.";"ger"
"Gerichtsbarkeit";"Gerichtsbark.";"ger"
"Gerichtsentscheid-";"Gerichtsentscheid.";"ger"
"gerichtsentsmedizin-";"gerichtsentsmed.";"ger"
"Gerichtshof";"n.a.";"ger"
"Gerichtsorganisation";"Gerichtsorgan.";"ger"
"Gerichtsvollzieher";"Gerichtsvollzieh.";"ger"
"geringfügig-";"geringfüg.";"ger"
"Gerinnung";"Gerinn.";"ger"
"Gerland";"n.a.";"ger"
"Gerlingen";"Gerling.";"ger"
"german-";"ger.";"rus, fre, eng"
"germanía";"ger.";"spa"
"Germanist-";"Ger.";"ger"
"germanium";"n.a.";"eng"
"germanophone";"germanoph.";"fre"
"Germanus";"n.a.";"lat"
"Germany";"Ger.";"eng"
"Germering";"n.a.";"ger"
"Germersheim";"Germersh.";"ger"
"Gernsbach";"Gernsb.";"ger"
"geroepen";"n.a.";"dut"
"geroičeskij";"geroi.";"rus"
"Geroldseck-";"Geroldseck.";"ger"
"Gerolfingen";"Gerolf.";"ger"
"Gerona";"n.a.";"spa"
"Gerontagogik";"Gerontagog.";"ger"
"gerontolog-";"gerontol.";"mul"
"gérontoscop-";"gérontosc.";"fre"
"gerpetolog-";"gerpetol.";"rus"
"Gertrudis";"n.a.";"eng"
"Geruchsbekämpfung";"Geruchsbekämpf.";"ger"
"gerund-";"gerund.";"spa"
"gesammelte";"n.a.";"ger"
"gesammt";"n.a.";"ger"
"gesamt";"n.a.";"ger"
"Gesamtausgabe";"Gesamtausg.";"ger"
"Gesamtbericht-";"Gesamtber.";"ger"
"gesamtdeutsch-";"gesamtdtsch.";"ger"
"Gesamtentwicklung-";"Gesamtentwickl.";"ger"
"Gesamtergebnis";"Gesamtergeb.";"ger"
"Gesamtfassung";"Gesamtfass.";"ger"
"Gesamtfläche";"Gesamtfl.";"ger"
"Gesamtgebiet-";"Gesamtgeb.";"ger"
"Gesamthaushalt";"n.a.";"ger"
"Gesamthochschule";"Gesamthochsch.";"ger"
"Gesamtkatalog";"Gesamtkat.";"ger"
"Gesamtliste";"n.a.";"ger"
"Gesamtmedizin";"Gesamtmed.";"ger"
"Gesamtozonmessung";"Gesamtozonmess.";"ger"
"Gesamtrechnung";"Gesamtrechn.";"ger"
"Gesamtschule";"Gesamtsch.";"ger"
"Gesamtstatistik";"Gesamtstat.";"ger"
"Gesamttagung-";"Gesamttag.";"ger"
"Gesamtverband";"Gesamtverb.";"ger"
"Gesamtverein";"Gesamtver.";"ger"
"Gesamtverzeichnis";"Gesamtverz.";"ger"
"gesamtwirtschaftlich";"gesamtwirtsch.";"ger"
"Gesang";"n.a.";"ger"
"geschädigt-";"geschäd.";"ger"
"Geschäft";"n.a.";"ger"
"geschäftlich";"geschäftl.";"ger"
"Geschäftsanfall";"n.a.";"ger"
"Geschäftsbericht-";"Geschäftsber.";"ger"
"Geschäftsbeziehung";"Geschäftsbezieh.";"ger"
"Geschäftsfreunde";"n.a.";"ger"
"Geschäftsführer";"Geschäftsführ.";"ger"
"Geschäftsführung";"Geschäftsführ.";"ger"
"Geschäftshandbuch";"Geschäftshandb.";"ger"
"Geschäftsidee";"n.a.";"ger"
"Geschäftsjahr";"n.a.";"ger"
"Geschäftslage";"n.a.";"ger"
"Geschäftslagenergebnis";"Geschäftslagenergeb.";"ger"
"Geschäftsmann";"n.a.";"ger"
"Geschäftsreise";"n.a.";"ger"
"Geschäftsverkehr";"Geschäftsverk.";"ger"
"Geschäftswagen";"n.a.";"ger"
"Geschenk";"n.a.";"ger"
"Geschenkartikel";"Geschenkartik.";"ger"
"Gescher";"n.a.";"ger"
"Geschichte";"Gesch.";"ger"
"geschichtlich-";"gesch.";"ger"
"Geschiebekunde";"Geschiebekd.";"ger"
"geschiedbeoefen-";"geschiedbeoef.";"dut"
"geschiedenis";"geschied.";"dut"
"geschiktheid";"geschikth.";"dut"
"geschillen";"geschill.";"dut"
"Geschlecht";"n.a.";"ger"
"Geschlechterkunde";"Geschlechterkd.";"ger"
"Geschlechtserziehung";"Geschlechtserzieh.";"ger"
"Geschlechtskrankheit-";"Geschlechtskrankh.";"ger"
"geschlossen";"geschloss.";"ger"
"Geschmackstoff";"Geschmackst.";"ger"
"Geschrift-";"Geschr.";"ger"
"Geschwulstbekämpf-";"Geschwulstbekämpf.";"ger"
"Geschwulstforschung-";"Geschwulstforsch.";"ger"
"gesehen";"n.a.";"ger"
"Geselle";"n.a.";"ger"
"Gesellenzeitung";"Gesellenztg.";"ger"
"Gesellschaft";"Ges.";"ger"
"gesellschaftlich-";"ges.";"ger"
"Gesetz";"n.a.";"ger"
"Gesetzblatt";"Gesetzbl.";"ger"
"Gesetzesmaterial";"Gesetzesmater.";"ger"
"Gesetzestext";"n.a.";"ger"
"Gesetzgebung-";"Gesetzgeb.";"ger"
"gesetzlich";"gesetzl.";"ger"
"Geseze";"n.a.";"ger"
"Gesezgebung";"Gesezgeb.";"ger"
"Gesicht";"n.a.";"ger"
"Gesichtsempfindung-";"Gesichtsempfind.";"ger"
"geslacht";"n.a.";"dut"
"geslachten";"n.a.";"dut"
"gesloten";"n.a.";"dut"
"gesneria-";"gesner.";"eng"
"gesondheidszorg";"n.a.";"dut"
"Gespann";"n.a.";"ger"
"gespecialiseerde";"gespec.";"dut"
"Gespräch";"Gespr.";"ger"
"gesprek-";"gespr.";"dut"
"gespreksstof-";"gespreksst.";"dut"
"gesprochen-";"gespr.";"ger"
"gestação";"gestaç.";"por"
"Gestalt-";"Gestalt.";"ger"
"gestão";"gest.";"por"
"Gestapo";"n.a.";"ger"
"gestational";"gestation.";"eng"
"Gesteinkunde";"Gesteinkd.";"ger"
"gesteld";"n.a.";"dut"
"gestellt";"n.a.";"ger"
"gestencild";"n.a.";"dut"
"gestern";"n.a.";"ger"
"gesticht-";"gesticht.";"dut"
"gestió";"gest.";"cat"
"gestión";"gest.";"spa"
"gestion-";"gest.";"fre"
"gestor";"n.a.";"spa"
"gestorben";"gestorb.";"ger"
"gestus";"n.a.";"lat"
"gestützt";"n.a.";"ger"
"gesund";"n.a.";"ger"
"gesundheit";"gesundh.";"ger"
"getekend";"n.a.";"dut"
"geterocikličesk-";"geterocikl.";"rus"
"geterogennyj";"geterogen.";"rus"
"getijdewater-";"n.a.";"dut"
"getoetst";"n.a.";"dut"
"Getränk";"n.a.";"ger"
"Getränkeindustrie";"Getränkeind.";"ger"
"Getränkemarkt";"n.a.";"ger"
"Getränketechnologie";"Getränketechnol.";"ger"
"getransplant-";"getransplant.";"dut"
"Getreide";"n.a.";"ger"
"Getreidechem-";"Getreidechem.";"ger"
"Getreideforschung-";"Getreideforsch.";"ger"
"Getreidehandel";"Getreidehand.";"ger"
"Getreidenährmittel";"Getreidenährm.";"ger"
"Getreideprodukt-";"Getreideprod.";"ger"
"Getreidetagung-";"Getreidetag.";"ger"
"Getreidetechnolog-";"Getreidetechnol.";"ger"
"Getreideverarbeitung-";"Getreideverarb.";"ger"
"Getreidewesen-";"Getreidewes.";"ger"
"Getreidewirtschaft-";"Getreidewirtsch.";"ger"
"Getriebe";"Getr.";"ger"
"getroffen";"getroff.";"dut"
"getroffenen";"getroff.";"dut"
"getrost";"n.a.";"ger"
"getrost-";"getrost.";"ger"
"Getsemaní";"Getsem.";"spa"
"getting";"get.";"eng"
"Gettysburg";"Gettysbg.";"eng"
"getuigenis";"n.a.";"dut"
"geusē";"n.a.";"gre"
"geuseis";"n.a.";"gre"
"gevaarlijk-";"gevaarl.";"dut"
"gevangenis";"n.a.";"afr"
"gevangeniswezen";"gevangeniswez.";"dut"
"Gévaudan";"n.a.";"fre"
"gevoel-";"gevoel.";"dut"
"gewaagd";"n.a.";"dut"
"Gewalt";"n.a.";"ger"
"gewandelt";"n.a.";"ger"
"gewassen";"n.a.";"dut"
"Gewässer";"n.a.";"ger"
"Gewässerbeschaffenheit";"Gewässerbeschaffenh.";"ger"
"Gewässerkund-";"Gewässerkd.";"ger"
"Gewässerkundl-";"Gewässerkdl.";"ger"
"Gewässerqualit-";"Gewässerqual.";"ger"
"Gewässerschutz";"n.a.";"ger"
"gewässerschutzseminar-";"gewässerschutzsem.";"ger"
"Gewässerüberwachung";"Gewässerüberwach.";"ger"
"Gewebe";"n.a.";"ger"
"Gewebezüchtung-";"Gewebezücht.";"ger"
"Gewebsanalys-";"Gewebsanal.";"ger"
"geweldloos";"n.a.";"dut"
"geweldloosheid";"geweldloosh.";"dut"
"Gewerbe";"n.a.";"ger"
"Gewerbearchiv";"Gewerbearch.";"ger"
"Gewerbeaufsicht";"n.a.";"ger"
"Gewerbeaufsichtsbehörde";"n.a.";"ger"
"gewerbebetreibend-";"gewerbebetreib.";"ger"
"Gewerbeertag";"n.a.";"ger"
"gewerbefachlehrer";"Gewerbefachlehr.";"ger"
"Gewerbehygien-";"Gewerbehyg.";"ger"
"Gewerbekapital";"Gewerbekap.";"ger"
"Gewerbekrankheit";"Gewerbekrankh.";"ger"
"Gewerbekultur-";"Gewerbekult.";"ger"
"Gewerbemeldung";"Gewerbemeld.";"ger"
"Gewerbepatholog-";"Gewerbepathol.";"ger"
"Gewerbesteuer";"n.a.";"ger"
"Gewerbesteuerveranlagung";"Gewerbesteuerveranl.";"ger"
"gewerblich-";"gewerbl.";"ger"
"Gewerk";"Gew.";"ger"
"Gewerkschaft-";"Gewerksch.";"ger"
"gewerkschaftlich-";"gewerksch.";"ger"
"gewest";"n.a.";"dut"
"gewestelijk";"gewest.";"dut"
"Gewicht";"n.a.";"ger"
"gewidmet";"n.a.";"ger"
"Gewinde";"n.a.";"ger"
"gewinnen";"gewinn.";"ger"
"Gewinnung";"Gewinn.";"ger"
"Gewissen";"n.a.";"ger"
"gewoon";"n.a.";"dut"
"Gewürz";"n.a.";"ger"
"Gewürzpflanze";"n.a.";"ger"
"gezagvoerder";"gezagv.";"dut"
"gezählt";"gez.";"ger"
"gezamenlijk-";"gezam.";"dut"
"gezellestudie";"gezellestud.";"dut"
"gezellian-";"n.a.";"lat"
"gezelschap";"gezel.";"dut"
"gezien";"n.a.";"dut"
"gezinsboerderij";"gezinsboerder.";"dut"
"gezinshulp";"n.a.";"dut"
"gezinsraad";"gezinsr.";"dut"
"gezinstherapie";"gezinsther.";"dut"
"gezinsverzorging";"gezinsverzorg.";"dut"
"gezinsvragen";"n.a.";"dut"
"gezond";"n.a.";"dut"
"gezondheid";"gezondh.";"dut"
"għall-għawm";"n.a.";"mlt"
"Ghana";"n.a.";"eng"
"Ghanaian";"Ghana.";"eng"
"gheeste";"n.a.";"dut"
"gheschrift";"gheschr.";"dut"
"ghiaccio";"n.a.";"ita"
"ghostbuster";"ghostbust.";"eng"
"ghulden";"n.a.";"dut"
"giacimento";"n.a.";"ita"
"giallo";"n.a.";"ita"
"giapponése";"gpn.";"ita"
"giardino";"giard.";"ita"
"Giatros";"n.a.";"ger"
"gibanje";"n.a.";"slv"
"gibier";"n.a.";"fre"
"Gibizon";"n.a.";"por"
"giboy-";"giboy.";"fre"
"Gibraltar";"n.a.";"eng"
"gibridizac-";"gibrid.";"rus"
"gibridn-";"gibrid.";"rus"
"gicle-";"gicl.";"fre"
"gideonit-";"n.a.";"swe"
"gidratac-";"gidrat.";"rus"
"gidravli-";"gidravl.";"rus"
"gidroaèromehani-";"gidroaèromeh.";"rus"
"gidrobiolog-";"gidrobiol.";"rus"
"gidrodinam-";"gidrodin.";"rus"
"gidroèlektrometallurg-";"gidroèlektrometall.";"rus"
"gidroènerget-";"gidroènerg.";"rus"
"gidrofizi-";"gidrofiz.";"rus"
"gidrogenerat-";"gidrogener.";"rus"
"gidrogeodez-";"gidrogeod.";"rus"
"gidrogeohim-";"gidrogeohim.";"rus"
"gidrogeolog-";"gidrogeol.";"rus"
"gidrogeotermičesk-";"gidrogeoterm.";"rus"
"gidrohim-";"gidrohim.";"rus"
"gidroizolâc-";"gidroizol.";"rus"
"gidroksid-";"gidroks.";"rus"
"gidroliz-";"gidroliz.";"rus"
"gidrolog-";"gidrol.";"rus"
"gidromagnitn-";"gidromagn.";"rus"
"gidromehani-";"gidromeh.";"rus"
"gidromeliora-";"gidromelior.";"rus"
"gidrometallurg-";"gidrometall.";"rus"
"gidrometeorolog-";"gidrometeorol.";"rus"
"gidromineralʹn-";"gidrominer.";"rus"
"gidroprivod";"n.a.";"rus"
"gidrotehni-";"gidroteh.";"rus"
"gidrotermal-";"gidroterm.";"rus"
"gidsenbond";"n.a.";"dut"
"gidsenkroniek";"gidsenkron.";"dut"
"giełd-";"giełd.";"pol"
"Giengen";"n.a.";"ger"
"Gieseking";"n.a.";"ger"
"giessen";"giess.";"ger"
"Giessener";"Giess.";"ger"
"Giesserei";"Giess.";"ger"
"Giessharztechni-";"Giessharztech.";"ger"
"gietwerk";"gietw.";"dut"
"Gif-sur-Yvette";"n.a.";"fre"
"Gifhorn";"n.a.";"ger"
"gift-";"gift.";"eng"
"giftware";"n.a.";"eng"
"gigante";"n.a.";"ita"
"giganto";"n.a.";"gre"
"gigien-";"gig.";"rus"
"gignesthai";"n.a.";"gre"
"Gijón";"n.a.";"spa"
"gilde";"n.a.";"mul"
"Gilead";"n.a.";"eng"
"Gilgandra";"n.a.";"eng"
"gille";"n.a.";"swe"
"Gilleleje";"n.a.";"dan"
"Gillingham";"n.a.";"eng"
"gimnas-";"gimn.";"spa"
"gimnastika";"gimnast.";"slv"
"gimnasztika";"gimnaszt.";"hun"
"gimnazij-";"gimn.";"hrv"
"gimnázium";"gimn.";"hun"
"ginásio";"n.a.";"por"
"gînd-";"gînd.";"rum"
"ginebra";"n.a.";"spa"
"ginecolog-";"ginecol.";"ita, spa, rum"
"ginecotocología";"ginecotocol.";"spa"
"ginekolog-";"ginekol.";"rus"
"ginepatía";"ginep.";"spa"
"ginjal";"n.a.";"ind"
"ginnasio";"ginnas.";"ita"
"ginnast-";"ginnast.";"ita"
"ginning";"n.a.";"eng"
"ginseng";"n.a.";"mul"
"Ginsheim";"Ginsh.";"ger"
"gintar-";"gint.";"lit"
"gioco";"n.a.";"ita"
"Gioenia";"n.a.";"ita"
"gioiello";"gioiel.";"ita"
"giornale";"g.";"ita"
"giornalista";"giornal.";"ita"
"giornata";"giorn.";"ita"
"giórno";"n.a.";"ita"
"giostra";"n.a.";"ita"
"giotingk";"n.a.";"gre"
"gióvane";"gióv.";"ita"
"gipertenz-";"gipertenz.";"rus"
"gipertoničesk-";"giperton.";"rus"
"gipoksiâ";"gipoks.";"rus"
"gipotalam-";"gipotal.";"rus"
"Gippsland";"Gippsl.";"eng"
"giprougleavtomati-";"giprougleavtom.";"rus"
"gipsverbandmeester-";"gipsverbandmeest.";"dut"
"Gipuzkoa";"n.a.";"baq"
"girasol";"n.a.";"spa"
"girios";"n.a.";"lit"
"giriş";"gir.";"tur"
"Girona";"n.a.";"cat"
"Gironde";"n.a.";"fre"
"girondin";"n.a.";"fre"
"gironins";"n.a.";"cat"
"Giroverband";"Giroverb.";"ger"
"Girozentrale";"Girozent.";"ger"
"gisement";"gisem.";"fre"
"gistar-";"gistar.";"bel"
"gister";"n.a.";"dut"
"gistofiziolog-";"gistofiziol.";"rus"
"gistohim-";"gistohim.";"rus"
"gistolog-";"gistol.";"rus"
"Gistrup";"n.a.";"dan"
"gitano";"n.a.";"spa"
"gitarr";"n.a.";"swe"
"gîtologie";"gîtol.";"fre"
"gitutyun-";"gitut.";"arm"
"giudiziàrio";"giudiz.";"ita"
"giulest̡-";"giulest̡.";"rum"
"giurìdico";"giurìd.";"ita"
"giurisprudènza";"giurisprud.";"ita"
"giuscibernetica";"giuscibern.";"ita"
"giustizia";"giust.";"ita"
"giveaway";"n.a.";"eng"
"givende";"giv.";"dan"
"giving";"giv.";"eng"
"givryen";"n.a.";"fre"
"gizarte";"n.a.";"baq"
"gjennom";"n.a.";"nor"
"gjeografik-";"gjeogr.";"alb"
"gjeologj-";"gjeol.";"alb"
"Gjermund-";"n.a.";"nor"
"gjerning";"gjern.";"nor"
"gjinekologjisë";"gjinekol.";"alb"
"gjuh-";"gjuh.";"alb"
"gjurmim-";"gjurm.";"alb"
"gkolf";"n.a.";"gre"
"glaciat-";"glaciat.";"eng"
"glacier";"n.a.";"fre"
"glaciolog-";"glaciol.";"eng, fre"
"Gladbach";"Gladb.";"ger"
"Gladbeck";"n.a.";"ger"
"Gladiole";"n.a.";"ger"
"gladiolus";"n.a.";"eng"
"Gladstone";"n.a.";"eng"
"glagolj-";"glagolj.";"hrv"
"Glamorgan";"Glam.";"eng"
"glamour";"n.a.";"eng"
"glance";"n.a.";"eng"
"gland-";"gland.";"fre"
"glaneur";"n.a.";"fre"
"glaning";"glan.";"eng"
"Glanzstoff";"Glanzst.";"ger"
"Glarn-";"Glar.";"ger"
"glas-";"glas.";"rum"
"glasben-";"glasb.";"slo"
"glasdistrict";"glasdist.";"dut"
"Glaser";"Glas.";"ger"
"gläsern";"gläs.";"ger"
"Glasgow";"Glasg.";"eng"
"glasgroenten";"n.a.";"dut"
"glasilo";"glas.";"slv"
"Glasindustr-";"Glasind.";"ger"
"Glasinstit-";"Glasinst.";"ger"
"Glaskongres-";"Glaskongr.";"ger"
"glasnik";"glas.";"srp"
"glasnostʹ";"n.a.";"rus"
"Glasreport";"Glasrep.";"ger"
"glass";"n.a.";"nor"
"glasshouse";"n.a.";"eng"
"glassware";"n.a.";"eng"
"Glastechni-";"Glastech.";"ger"
"glasteknisk-";"glastek.";"dan, swe"
"glastuinbouw";"glastuinb.";"dut"
"glasul";"n.a.";"rum"
"glaszetter";"glaszett.";"dut"
"Glaube";"n.a.";"ger"
"Glaubensspaltung";"Glaubensspalt.";"ger"
"Gläubig-";"Gläub.";"ger"
"Glauchau";"n.a.";"ger"
"glaucoma";"n.a.";"eng"
"glaucome";"n.a.";"fre"
"Glaukom";"n.a.";"ger"
"glavn-";"gl.";"rus"
"glazb-";"glazb.";"hrv"
"glazbe";"n.a.";"hrv"
"glazben-";"glazb.";"srp"
"glazen";"n.a.";"dut"
"glazer";"glaz.";"eng"
"glazialgeolog-";"glazialgeol.";"ger"
"glazing";"glaz.";"eng"
"glaznoj";"glazn.";"rus"
"gleaner";"glean.";"eng"
"gleaning-";"glean.";"eng"
"gleba";"n.a.";"pol"
"gleboznaw-";"glebozn.";"pol"
"gledal-";"gled.";"slv"
"glede";"n.a.";"slv"
"Gleichheit";"Gleichh.";"ger"
"Gleichstellung";"Gleichstell.";"ger"
"Gleistechni-";"Gleistech.";"ger"
"Glenbow";"n.a.";"eng"
"Glendale";"n.a.";"eng"
"Glengarry";"n.a.";"eng"
"Glenhyrst";"n.a.";"eng"
"glenmarie";"n.a.";"eng"
"Glenormiston";"n.a.";"eng"
"Glensview";"n.a.";"eng"
"Glenwaverley";"n.a.";"eng"
"glesbygd";"n.a.";"swe"
"glesbygdsdelegation-";"glesbygdsdeleg.";"swe"
"Gletscher";"Gletsch.";"ger"
"glid-";"glid.";"eng"
"Gliederung";"Glied.";"ger"
"glimpse";"n.a.";"eng"
"glimt";"n.a.";"swe"
"glinen-";"glin.";"srp"
"glinozem-";"glinoz.";"rus"
"Gliwice";"Gliw.";"pol"
"gliwick-";"gliw.";"pol"
"gljiva-";"gljiva.";"hrv"
"global-";"glob.";"mul"
"globe-trotter";"n.a.";"fre, eng"
"globefish";"n.a.";"eng"
"globetree";"n.a.";"eng"
"globul-";"globul.";"fre, eng"
"globus";"glob.";"hrv"
"Glocke";"n.a.";"ger"
"Glockenkunde";"Glockenkd.";"ger"
"Głogów";"Głog.";"pol"
"głogowsk-";"głog.";"pol"
"Glomdalsmus-";"Glomdalsmus.";"nor"
"gloria";"n.a.";"lat"
"glorie";"n.a.";"dut"
"glorif-";"glorif.";"mul"
"glorioso";"n.a.";"spa"
"glorious";"n.a.";"eng"
"glory";"n.a.";"eng"
"gloryland";"gloryl.";"eng"
"glōssa";"n.a.";"gre"
"glossaire";"gloss.";"fre"
"Glossar";"Gloss.";"ger"
"glossarium";"gloss.";"lat"
"glossary";"gloss.";"eng"
"glōssolog-";"glōssol.";"gre"
"Glostrup";"Glostr.";"dan"
"glottologic-";"glottol.";"ita"
"Gloucester";"Glos.";"eng"
"Gloucestershire";"Glos.";"eng"
"główn-";"gł.";"pol"
"glubinn-";"glubin.";"rus"
"glubokij";"glub.";"rus"
"glubokometamorfi-";"glubokometamorf.";"rus"
"glubokovodn-";"glubokovodn.";"rus"
"Glückauf";"n.a.";"ger"
"glucose";"n.a.";"mul"
"glufada";"n.a.";"gre"
"gluskim-";"gluskim.";"gre"
"glutenvrij-";"n.a.";"dut"
"glycerine";"n.a.";"fre, eng"
"glycobiolog-";"glycobiol.";"eng"
"Glycoconjugate";"Glycoconj.";"eng"
"glycomedic-";"glycomed.";"eng"
"glycomics";"glycom.";"eng"
"glycoscienc-";"glycosci.";"eng"
"glycotechnolog-";"glycotechnol.";"eng"
"Glykosidtherapie";"Glykosidther.";"ger"
"glypholog-";"glyphol.";"fre"
"Glyptotheque";"Glyptoth.";"dan"
"gmin-";"gm.";"pol"
"Gmünd-";"Gmünd.";"ger"
"Gnade";"n.a.";"ger"
"gnatholog-";"gnathol.";"mul"
"gnathoprosōp-";"gnathopr.";"gre"
"gnēs-";"gnēs.";"gre"
"Gnesin";"n.a.";"rus"
"gnesnensia";"gnes.";"pol"
"gnieźnieńsk-";"gnieź.";"pol"
"Gniezno";"Gniez.";"pol"
"gnōmē";"n.a.";"gre"
"gnōmodot-";"gnōmod.";"gre"
"gnōrim-";"gnōrim.";"gre"
"gnōsē-";"gnōs.";"gre"
"gnosis";"gnos.";"rus"
"gnostique";"gnos.";"fre"
"gnotobiolog-";"gnotobiol.";"mul"
"gnozis";"gnoz.";"eng"
"goatkeeping";"goatkeep.";"eng"
"gobarenje";"gobar.";"slv"
"gobelet";"n.a.";"fre"
"goberna-";"gob.";"spa"
"gobierno";"gob.";"spa"
"Godalming";"n.a.";"eng"
"goddelijk-";"goddel.";"dut"
"Godella";"n.a.";"spa"
"Godesberg-";"Godesb.";"ger"
"godgeleerdheid";"godgeleerdh.";"dut"
"Godhavn";"n.a.";"dan"
"godin-";"god.";"hrv"
"godiš-";"god.";"bul"
"godisn-";"god.";"srp"
"godkend-";"godk.";"dan"
"godkjent";"n.a.";"nor"
"godn-";"godn.";"rus"
"gødning";"gødn.";"dan"
"Gödöllő";"n.a.";"hun"
"godov-";"godov.";"rus"
"godsdienst";"godsd.";"dut"
"gödsling";"gödsl.";"swe"
"godstransport";"godstransp.";"nor, dan"
"godtemplar";"n.a.";"nor"
"goederen";"n.a.";"dut"
"goederensoort";"goederens.";"dut"
